FROM SPEECH BASE DATA,DateField,tocheck notes,ORIG,speech_name,vars.link,is_Fed,multiple_orgs_spoken_to,multiple_org_names_in_BX,BX_spelling,org_spoken_at,Match SubTiesToCode,date_of_speech,year_of_speech,HFSC_donate_chair,HFSC_rankmem,chair_hfsc_name,chair_hfsc_total_raised,chair_hfsc_contribution_from_org,chair_rank_of_contribution,rkmem_hfsc_name,rnkmem_hfsc_total_raised,rnkmem_hfsc_contribution_from_org,rnkmem_rank_of_contribution,name_of_fed_speaker,years_experience_in_tied_org,TieDistanceYrs,org_tie_role,years_to_tie,,speech_name,vars.link,raw_spoke_to,spoke_to,finallist,Notes,place_1,place_2,name,position_cat
528,7/1/2004,,"A Retrospective on Business-Cycle Recoveries: Are ""Jobless"" Recoveries the New Norm? ","Subprime Mortgage Lending: Benefits, Costs, and Challenges",http://www.federalreserve.gov/boarddocs/speeches/2004/20040521/default.htm,,,,,Financial Services Roundtable,,21-May-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Edward M. Gramlich,Not Found in Fed Boardex,,,,,"Subprime Mortgage Lending: Benefits, Costs, and Challenges",http://www.federalreserve.gov/boarddocs/speeches/2004/20040521/default.htm,"At the Financial Services Roundtable Annual Housing Policy Meeting, Chicago, Illinois",Financial Services Roundtable Annual Housing Policy Meeting,Financial Services Roundtable,, Chicago, Illinois,Edward M. Gramlich,1
529,8/1/2004,,Corporate Governance and Risk Management at Community Banks ,Economics and Ethical Behaviors,http://www.federalreserve.gov/boarddocs/speeches/2004/20040522/default.htm,,,,Sidwell Friends School,Sidwell Friends School,1,22-May-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Roger W. Ferguson,none,,,,,Economics and Ethical Behaviors,http://www.federalreserve.gov/boarddocs/speeches/2004/20040522/default.htm,"2004 Distinguished Alumni Award, Sidwell Friends School, Washington, D.C.",istinguished Alumni Award, Sidwell Friends School,, Sidwell Friends School, Washington,Roger W. Ferguson,2
530,8/1/2004,,Rules for Assessing Social Security Reform,IASB reform,http://www.federalreserve.gov/boarddocs/speeches/2004/20040603/default.htm,,,,,International Accounting Standards Committee Foundation,,3-Jun-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Susan Schmidt Bies,none,,,,,IASB reform,http://www.federalreserve.gov/boarddocs/speeches/2004/20040603/default.htm,"International Accounting Standards Committee Foundation Meeting, New York, New York, Statement submitted in writing",International Accounting Standards Committee Foundation Meeting,International Accounting Standards Committee Foundation,, New York, New York,Susan Schmidt Bies,1
531,8/1/2004,,Opening remarks,The Outlook for Inflation ,http://www.federalreserve.gov/boarddocs/speeches/2004/20040604/default.htm,,,,,Economists Club ,,4-Jun-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Donald L. Kohn,none,,,,,The Outlook for Inflation ,http://www.federalreserve.gov/boarddocs/speeches/2004/20040604/default.htm,"National Economists Club luncheon meeting, Washington, D.C.",National Economists Club luncheon meeting,Economists Club ,, Washington, D.C.,Donald L. Kohn,1
532,9/1/2004,,Introductory remarks,Central Bank panel discussion: economic developments,http://www.federalreserve.gov/boarddocs/speeches/2004/20040608/default.htm,,,1,American Bankers Association (ABA),American Bankers Association ,1,8-Jun-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Alan Greenspan,none,,,,,Central Bank panel discussion: economic developments,http://www.federalreserve.gov/boarddocs/speeches/2004/20040608/default.htm,"At the International Monetary Conference, London, England",International Monetary Conference,American Bankers Association ,, London, England,Alan Greenspan,3
533,9/1/2004,,Oil Shocks and Monetary Policy,"Regulatory Update: Banking Industry, Insurance, and Securities Activities",http://www.federalreserve.gov/boarddocs/speeches/2004/20040610/default.htm,,,,,Bank Insurance and Securities Association,,10-Jun-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Mark W. Olson,none,,,,,"Regulatory Update: Banking Industry, Insurance, and Securities Activities",http://www.federalreserve.gov/boarddocs/speeches/2004/20040610/default.htm,"At the Bank Insurance and Securities Association Legislative, Regulatory, and Compliance Seminar, Washington, D.C.",Bank Insurance and Securities Association Legislative, Bank Insurance and Securities Association,, Regulatory, and Compliance Seminar,Mark W. Olson,1
534,9/1/2004,,Challenges Facing the Accounting Profession Today,Economic Outlook,http://www.federalreserve.gov/boarddocs/speeches/2004/20040615/default.htm,,,,,Charlotte Regional Partnership,,15-Jun-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Mark W. Olson,none,,,,,Economic Outlook,http://www.federalreserve.gov/boarddocs/speeches/2004/20040615/default.htm,"At the annual meeting of the Charlotte Regional Partnership, Charlotte, North Carolina",annual meeting of the Charlotte Regional Partnership,Charlotte Regional Partnership,, Charlotte, North Carolina,Mark W. Olson,1
535,9/1/2004,,Developments in Financial Markets and Financial Management,Euro at Five: Ready for a Global Role?,http://www.federalreserve.gov/boarddocs/speeches/2004/200402262/default.htm,,,,,European Economics and Financial Center,,21-Jun-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Ben S. Bernanke,none,,,,,Euro at Five: Ready for a Global Role?,http://www.federalreserve.gov/boarddocs/speeches/2004/200402262/default.htm,"At the European Economics and Financial Center Conference, Paris, France,  Governor Ben S. Bernanke presented identical remarks at the Institute for International Economics Conference, Washington, D.C., February 26, 2004",European Economics and Financial Center Conference, European Economics and Financial Center,, Paris, France,Ben S. Bernanke,1
536,10/1/2004,,The Implementation of Basel II: Some Issues for Cross-Border Banking,Trends in Risk Management and Corporate Governance,http://www.federalreserve.gov/boarddocs/speeches/2004/20040622/default.htm,,,,,Financial Managers Society,,22-Jun-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Susan Schmidt Bies,none,,,,,Trends in Risk Management and Corporate Governance,http://www.federalreserve.gov/boarddocs/speeches/2004/20040622/default.htm,"At the Financial Managers Society Finance and Accounting Forum for Financial Institutions, Washington, D.C.",Financial Managers Society Finance and Accounting Forum for Financial Institutions,Financial Managers Society,, Washington,,Susan Schmidt Bies,1
537,10/1/2004,,Banking,Reducing Budget Deficits,http://www.federalreserve.gov/boarddocs/speeches/2004/20040624/default.htm,,,,,The Concord Coalition,,24-Jun-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Edward M. Gramlich,Not Found in Fed Boardex,,,,,Reducing Budget Deficits,http://www.federalreserve.gov/boarddocs/speeches/2004/20040624/default.htm,"At the Concord Coalition Budget and Fiscal Policy Conference, Washington, D.C.",Concord Coalition Budget and Fiscal Policy Conference,The Concord Coalition,, Washington, D.C.,Edward M. Gramlich,1
538,10/1/2004,,Questions and Reflections on the Personal Saving Rate,"Productivity: Past, Present, and Future ",http://www.federalreserve.gov/boarddocs/speeches/2004/20040707/default.htm,,,,,New York Association for Business Economics Meeting,,7-Jul-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Roger W. Ferguson,none,,,,,"Productivity: Past, Present, and Future ",http://www.federalreserve.gov/boarddocs/speeches/2004/20040707/default.htm,"At the New York Association for Business Economics Meeting, New York, New York",New York Association for Business Economics Meeting,New York Association for Business Economics Meeting,, New York, New York,Roger W. Ferguson,2
539,10/1/2004,,Free Trade: What Do Economists Really Know?,Business Financial Conditions and Relationships with Bankers ,http://www.federalreserve.gov/boarddocs/speeches/2004/20040715/default.htm,,,,,Financial Executives International Chicago Chapter,,15-Jul-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Susan Schmidt Bies,none,,,,,Business Financial Conditions and Relationships with Bankers ,http://www.federalreserve.gov/boarddocs/speeches/2004/20040715/default.htm,"At the Financial Executives International Chicago Chapter Dinner, Chicago, Illinois",Financial Executives International Chicago Chapter Dinner,Financial Executives International Chicago Chapter,, Chicago, Illinois,Susan Schmidt Bies,1
540,10/1/2004,,Central Bank Talk and Monetary Policy,Using Enterprise-Wide Risk Management to Effectively Execute Business Strategies ,http://www.federalreserve.gov/boarddocs/speeches/2004/20040716/default.htm,,,,,Risk Management Association and Consumer Bankers Association,,16-Jul-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Susan Schmidt Bies,none,,,,,Using Enterprise-Wide Risk Management to Effectively Execute Business Strategies ,http://www.federalreserve.gov/boarddocs/speeches/2004/20040716/default.htm,"At the Risk Management Association and Consumer Bankers Association Retail Risk Conference, Chicago Illinois",Risk Management Association and Consumer Bankers Association Retail Risk Conference,Risk Management Association and Consumer Bankers Association,, Chicago Ill,,Susan Schmidt Bies,1
541,10/1/2004,,Monetary policy twenty-five years after October 1979,"A Retrospective on Business-Cycle Recoveries: Are ""Jobless"" Recoveries the New Norm? ",http://www.federalreserve.gov/boarddocs/speeches/2004/20040721/default.htm,,,,,The Exchequer Club of Washington,,21-Jul-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Roger W. Ferguson,none,,,,,"A Retrospective on Business-Cycle Recoveries: Are ""Jobless"" Recoveries the New Norm? ",http://www.federalreserve.gov/boarddocs/speeches/2004/20040721/default.htm,"The Exchequer Club of Washington Luncheon, Washington, D.C.",chequer Club of Washington Luncheon,The Exchequer Club of Washington,, Washington, D.C.,Roger W. Ferguson,2
542,10/1/2004,,Panel discussion: Safeguarding Good Policy Practice through Maintaining Flexibility,Corporate Governance and Risk Management at Community Banks ,http://www.federalreserve.gov/boarddocs/speeches/2004/200408122/default.htm,1,,,Federal Reserve Bank of Chicago,Federal Reserve Bank of Chicago,1,12-Aug-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Susan Schmidt Bies,Fed-Fed,,,,,Corporate Governance and Risk Management at Community Banks ,http://www.federalreserve.gov/boarddocs/speeches/2004/200408122/default.htm,"At the Federal Reserve Bank of Chicago Community Bank Directors Conference, Chicago, Illinois",Federal Reserve Bank of Chicago Community Bank Directors Conference,Federal Reserve Bank of Chicago,, Chicago, Illinois,Susan Schmidt Bies,1
543,10/1/2004,,Panel discussion: What Have We Learned Since October 1979?,Rules for Assessing Social Security Reform,http://www.federalreserve.gov/boarddocs/speeches/2004/20040812/default.htm,,,,,Retirement Research Consortium,,12-Aug-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Edward M. Gramlich,Not Found in Fed Boardex,,,,,Rules for Assessing Social Security Reform,http://www.federalreserve.gov/boarddocs/speeches/2004/20040812/default.htm,"At the Retirement Research Consortium Annual Conference, Washington, D.C.",Retirement Research Consortium Annual Conference,Retirement Research Consortium,, Washington, D.C.,Edward M. Gramlich,1
544,10/1/2004,,International Monetary Reform and Capital Freedom,Opening remarks,http://www.federalreserve.gov/boarddocs/speeches/2004/20040827/default.htm,1,,,Federal Reserve Bank of Kansas City,Federal Reserve Bank of Kansas City,1,27-Aug-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Alan Greenspan,Fed-Fed,,,,,Opening remarks,http://www.federalreserve.gov/boarddocs/speeches/2004/20040827/default.htm,"At a symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming",ymposium sponsored by the Federal Reserve Bank of Kansas City, Federal Reserve Bank of Kansas City,, Jackson Hole, Wyoming,Alan Greenspan,3
545,10/1/2004,,"How Should Policymakers Deal with Low-Probability, High-Impact Events?",Introductory remarks,http://www.federalreserve.gov/boarddocs/speeches/2004/20040910/default.htm,,,,,Neighborhood Housing Services of America,,10-Sep-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Edward M. Gramlich,Not Found in Fed Boardex,,,,,Introductory remarks,http://www.federalreserve.gov/boarddocs/speeches/2004/20040910/default.htm,"At the 30th anniversary of the Neighborhood Housing Services of America, Washington, D.C.",30th anniversary of the Neighborhood Housing Services of America,Neighborhood Housing Services of America,, Washington, D.C.,Edward M. Gramlich,1
546,10/1/2004,,Oil,Oil Shocks and Monetary Policy,http://www.federalreserve.gov/boarddocs/speeches/2004/20040916/default.htm,1,,,Federal Reserve Bank of Kansas City,Federal Reserve Bank of Kansas City,1,16-Sep-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Edward M. Gramlich,Fed-Fed,,,,,Oil Shocks and Monetary Policy,http://www.federalreserve.gov/boarddocs/speeches/2004/20040916/default.htm,"At the Annual Economic Luncheon, Federal Reserve Bank of Kansas City, Kansas City, Missouri",Annual Economic Luncheon, Federal Reserve Bank of Kansas City,, Federal Reserve Bank of Kansas City, Kansas City,Edward M. Gramlich,1
547,10/1/2004,,The mortgage market and consumer debt,Challenges Facing the Accounting Profession Today,http://www.federalreserve.gov/boarddocs/speeches/2004/20040928/default.htm,,,,,Cincinnati Chapter of the Ohio Society of Certified Public Accountants,,28-Sep-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Susan Schmidt Bies,none,,,,,Challenges Facing the Accounting Profession Today,http://www.federalreserve.gov/boarddocs/speeches/2004/20040928/default.htm,"To the Cincinnati Chapter of the Ohio Society of Certified Public Accountants, Cincinnati, Ohio",Cincinnati Chapter of the Ohio Society of Certified Public Accountants,Cincinnati Chapter of the Ohio Society of Certified Public Accountants,, Cincinnati, Ohio,Susan Schmidt Bies,1
548,10/1/2004,,Oil and the Economy,Developments in Financial Markets and Financial Management,http://www.federalreserve.gov/boarddocs/speeches/2004/20040930/default.htm,,,,,Bond Market Association,,30-Sep-04,2004,0.56%,0.00%,"Oxley, Michael G.","$1,788,687 ","$10,000 ",18,"Leach, James A.S.","$528,832 ",0,0,Susan Schmidt Bies,none,,,,,Developments in Financial Markets and Financial Management,http://www.federalreserve.gov/boarddocs/speeches/2004/20040930/default.htm,"At the Bond Market Association's Regional Bond Traders and Sales Managers Roundtable, Irving, Texas",Bond Market Association's Regional Bond Traders and Sales Managers Roundtable,Bond Market Association,, Irving, Texas,Susan Schmidt Bies,1
549,10/1/2004,,Enterprise Perspectives in Financial Institution Supervision,The Implementation of Basel II: Some Issues for Cross-Border Banking,http://www.federalreserve.gov/boarddocs/speeches/2004/20041004/default.htm,,,,,Institute of International Bankers,,4-Oct-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Ben S. Bernanke,none,,,,,The Implementation of Basel II: Some Issues for Cross-Border Banking,http://www.federalreserve.gov/boarddocs/speeches/2004/20041004/default.htm,"At the Institute of International Bankers' Annual Breakfast Dialogue, Washington, D.C.",Institute of International Bankers' Annual Breakfast Dialogue,Institute of International Bankers,, Washington, D.C.,Ben S. Bernanke,1
550,10/1/2004,,The Federal Reserve System and the Economy,Banking,http://www.federalreserve.gov/boarddocs/speeches/2004/20041005/default.htm,,,1,American Bankers Association (ABA),American Bankers Association ,1,5-Oct-04,2004,0.00%,0.00%,"Oxley, Michael G.","$1,788,687 ",0,0,"Leach, James A.S.","$528,832 ",0,0,Alan Greenspan,none,,,,,Banking,http://www.federalreserve.gov/boarddocs/speeches/2004/20041005/default.htm,"At the American Bankers Association Annual Convention, New York, New York",American Bankers Association Annual Convention,American Bankers Association ,, New York, New York,Alan Greenspan,3
